Order ID,Customer Name,Segment,City,State,Country,Region,Product Name,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Salesperson,Order Date,Ship Date,Ship Mode,Payment
CA-2021-001117,Alejandro Grove,Consumer,West Jordan,Utah,United States,South,Xerox 1967,OFFICE SUPPLIES,Paper,8,6.84,0.2,43.78,Bob,2024-08-31,2024-09-07,Same Day,Net 30
CA-2021-001461,Priya Kumaran,Corporate,Austin,Texas,United States,Central,Staples,Office supplies ,Fasteners,13,2.74,0.3,24.93,Farah,"Jan 20, 2023",2023-01-27,First Class,Net 30
CA-2024-000621,Darrin Van Huff,Corporate,Los Angeles,California,United States,West,Hon 5400 Series Chair,Chairs,Chairs,15,190.77,0.0,2861.55,Bob,01/08/2021,2021-01-15,Same Day,Net 30
CA-2021-001772,Brosina Hoffman,Consumer,Los Angeles,California,United States,East,Apple iPhone 14,TECHNOLOGY,Phones,1,731.73,0.0,731.73,Carlos,"November 09, 2023",2023-11-11,Same Day,Net 30
CA-2024-000073,Pete Kriz,Consumer,Madison,Wisconsin,United States,,Xerox 1967,OFFICE SUPPLIES,Paper,12,6.11,0.0,73.32,Bob,"April 25, 2021",2021-04-29,Same Day,Bank Transfer
CA-2023-001512,Priya Kumaran,Corporate,Austin,Texas,United States,East,Apple iPhone 14, Technology,Phones,7,873.47,0.0,6114.29,Diana,"Sep 01, 2024",2024-09-03,First Class,Debit Card
CA-2024-001236,Priya Kumaran,Corporate,Austin,Texas,United States,South,Bush Somerset Bookcase,Bookcases,Bookcases,2,158.11,0.3,221.35,Bob,"January 11, 2021",2021-01-15,Second Class,
CA-2023-001178,Julia West,Home Office,Charlotte,North Carolina,United States,South,Logitech MX Master Mouse,technology,Accessories,7,98.23,0.2,550.09,Anna,2024-12-04,2024-12-07,Same Day,Net 30
CA-2021-000905,Ahmed Hassan,Consumer,New York,New York,United States,Central,Logitech MX Master Mouse,TECHNOLOGY,Accessories,1,87.49,0.0,87.49,Carlos,"January 12, 2021",2021-01-18,Standard Class,Bank Transfer
CA-2023-000482,Harold Pawlan,Home Office,Fort Worth,Texas,United States,East,Fellowes PB500 Binder,Office Supplies,Binders,12,180.4,0.1,1948.32,Ethan,07/07/2022,2022-07-14,First Class,Credit Card
CA-2023-001515,Irene Maddox,Consumer,Seattle,Washington,United States,South,Cisco TelePresence,technology,Phones,10,3771.48,0.0,37714.8,Diana,04/16/2022,2022-04-18,Same Day,Credit Card
CA-2021-000507,,Consumer,Fort Lauderdale,Florida,United States,South,Eldon File Cart,office supplies,Storage,12,$22.99,0.0,275.88,Farah,09/22/2022,2022-09-25,Standard Class,Credit Card
CA-2021-001112,Claire Gute,Consumer,Henderson,Kentucky,United States,South,Staples,Office supplies ,Fasteners,1,2.81,0.3,1.97,Carlos,"May 27, 2021",2021-05-29,Same Day,Credit Card
CA-2022-001643,Brosina Hoffman,Consumer,Los Angeles,California,United States,East,Eldon File Cart,OFFICE SUPPLIES,Storage,11,24.49,0.0,269.39,Carlos,2021-08-08,2021-08-14,Same Day,Debit Card
CA-2023-000131,Ranjit Bhatia,Consumer,Houston,Texas,United States,South,Hon 5400 Series Chair,Chairs,Chairs,1,213.04,0.1,191.74,Farah,2024-02-04,2024-02-07,Same Day,Bank Transfer
CA-2023-001197,Ranjit Bhatia,Consumer,Houston,Texas,United States,East,Avery Binders,OFFICE SUPPLIES,Binders,4,$12.49,0.0,49.96,Diana,2024-02-01,2024-02-07,Standard Class,Net 30
CA-2022-001252,Brosina Hoffman,Consumer,Los Angeles,California,United States,South,Hon 5400 Series Chair,Chairs,Chairs,15,207.29,0.3,2176.54,Anna,2021-04-05,2021-04-11,Standard Class,Debit Card
CA-2024-001840,Zuschuss Donatelli,Corporate,San Francisco,California,United States,West,Avery Binders,office supplies,Binders,6,11.39,0.2,54.67,Ethan,"Sep 12, 2022",2022-09-16,First Class,Bank Transfer
CA-2024-000312,Priya Kumaran,Corporate,Austin,Texas,United States,Central,Logitech MX Master Mouse,Technology,Accessories,15,94.94,0.3,996.87,Anna,05/28/2021,2021-06-04,Standard Class,Credit Card
CA-2021-000837,Zuschuss Donatelli,Corporate,San Francisco,California,United States,West,Fellowes PB500 Binder,Office Supplies,Binders,9,211.0,0.1,1709.1,Ethan,"May 26, 2023",2023-06-02,First Class,Credit Card
CA-2024-000406,Pete Kriz,Consumer,Madison,Wisconsin,United States,East,Logitech MX Master Mouse,TECHNOLOGY,Accessories,6,96.97,0.1,523.64,Ethan,"Apr 10, 2023",2023-04-12,Standard Class,PayPal
CA-2024-000705,Alejandro Grove,Consumer,West Jordan,Utah,United States,Central,Apple iPhone 14,TECHNOLOGY,Phones,5,803.29,0.3,2811.51,Anna,2022-04-14,2022-04-18,Standard Class,Credit Card
CA-2023-001742,Priya Kumaran,Corporate,Austin,Texas,United States,East,Fellowes PB500 Binder,Office Supplies,Binders,1,194.1,0.3,135.87,Anna,07/10/2022,2022-07-17,Same Day,Net 30
CA-2021-000310,Andrew Allen,Consumer,Concord,North Carolina,United States,Central,Bush Somerset Bookcase,Bookcases,Bookcases,12,158.0,0.0,1896.0,Farah,"Nov 20, 2023",2023-11-26,Second Class,Net 30
CA-2022-000227,Ranjit Bhatia,Consumer,Houston,Texas,United States,East,Avery Binders,Office Supplies,Binders,15,13.05,0.0,195.75,Diana,2023-11-09,2023-11-11,First Class,PayPal
CA-2021-001832,Irene Maddox,Consumer,Seattle,Washington,United States,West,Avery Binders,office supplies,Binders,11,12.52,0.1,123.95,Ethan,07/02/2022,2022-07-09,First Class,Bank Transfer
CA-2021-001835,Harold Pawlan,Home Office,Fort Worth,Texas,United States,South,Cisco TelePresence,Technology,Phones,3,3769.97,0.3,7916.94,Ethan,"October 27, 2024",2024-10-29,Second Class,Net 30
CA-2022-001543,Harold Pawlan,Home Office,Fort Worth,Texas,United States,Central,Staples,office supplies,Fasteners,12,2.79,0.0,33.48,Bob,"May 08, 2021",2021-05-10,Same Day,Debit Card
CA-2022-000835,Brosina Hoffman,Consumer,Los Angeles,California,United States,East,Logitech MX Master Mouse,Technology,Accessories,3,90.5,0.0,271.5,Bob,2021-06-26,2021-07-02,Standard Class,Net 30
CA-2021-001605,Brosina Hoffman,Consumer,Los Angeles,California,United States,Central,Cisco TelePresence,Technology,Phones,5,3958.62,0.0,19793.1,Bob,2021-07-13,2021-07-16,Same Day,
CA-2023-000149,Andrew Allen,Consumer,Concord,North Carolina,United States,East,Samsung 27in Monitor,TECHNOLOGY,Machines,5,362.28,0.1,1630.26,Ethan,"October 12, 2022",2022-10-17,Same Day,PayPal
CA-2023-000631,Harold Pawlan,Home Office,Fort Worth,Texas,United States,East,Cisco TelePresence,technology,Phones,6,3852.65,0.1,20804.31,Carlos,"Feb 20, 2021",2021-02-23,Standard Class,Net 30
CA-2022-000721,Claire Gute,Consumer,Henderson,Kentucky,United States,Central,Staples,Office supplies ,Fasteners,11,2.82,0.1,27.92,Diana,2022-07-28,2022-08-03,First Class,Net 30
CA-2024-001958,Ranjit Bhatia,Consumer,Houston,Texas,United States,East,Canon PC1080F Copier, Technology,Copiers,7,516.53,0.1,3254.14,Farah,02/16/2021,2021-02-22,Second Class,PayPal
CA-2021-001396,,Corporate,Austin,Texas,United States,East,Acco 5-Section Folders,Office Supplies,Storage,10,4.3,0.3,30.1,Carlos,"Sep 12, 2023",2023-09-19,Second Class,Net 30
CA-2023-000846,Darrin Van Huff,Corporate,Los Angeles,California,United States,West,Apple iPhone 14,TECHNOLOGY,Phones,9,832.83,0.0,7495.47,Ethan,"March 28, 2022",2022-04-02,First Class,Net 30
CA-2022-000576,Julia West,Home Office,Charlotte,North Carolina,United States,East,Hon 5400 Series Chair,Chairs,Chairs,13,219.77,0.0,2857.01,Bob,"November 12, 2021",2021-11-19,Same Day,PayPal
CA-2024-000558,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,,Dell XPS 15 Laptop, Technology,Machines,11,$1249.00,0.0,13739.0,Carlos,"Nov 16, 2023",2023-11-19,Same Day,Credit Card
CA-2022-001473,Darrin Van Huff,Corporate,Los Angeles,California,United States,East,Apple iPhone 14,TECHNOLOGY,Phones,3,826.0,0.0,2478.0,Bob,2021-09-03,2021-09-08,Same Day,Bank Transfer
CA-2024-001166,Ahmed Hassan,Consumer,New York,New York,United States,Central,Xerox 1967,Office supplies ,Paper,15,$6.75,0.2,81.0,Carlos,"Nov 02, 2023",2023-11-06,Standard Class,Debit Card
CA-2024-001359,Ahmed Hassan,Consumer,New York,New York,United States,East,Ikea Galant Desk,Furniture,Tables,7,$320.50,0.1,2019.15,Bob,11/14/2023,2023-11-18,First Class,Credit Card
CA-2021-001704,Irene Maddox,Consumer,Seattle,Washington,United States,East,Logitech MX Master Mouse,technology,Accessories,4,87.37,0.0,349.48,Carlos,07/12/2021,2021-07-16,Second Class,Credit Card
CA-2024-000629,Neil French,Corporate,Dover,Delaware,United States,,Staples,Office supplies ,Fasteners,4,2.81,0.0,11.24,Carlos,"March 22, 2023",2023-03-25,First Class,Bank Transfer
CA-2023-000969,Irene Maddox,Consumer,Seattle,Washington,United States,Central,Acco 5-Section Folders,office supplies,Storage,13,$4.25,0.1,49.73,Carlos,07/16/2022,2022-07-18,Standard Class,Net 30
CA-2023-000287,Julia West,Home Office,Charlotte,North Carolina,United States,South,Avery Binders,OFFICE SUPPLIES,Binders,2,13.46,0.0,26.92,Ethan,10/11/2021,2021-10-18,First Class,Credit Card
CA-2022-001619,Zuschuss Donatelli,Corporate,San Francisco,California,United States,South,Staples,office supplies,Fasteners,4,2.94,0.3,8.23,Diana,2022-12-25,2022-12-29,Standard Class,PayPal
CA-2021-000746,Darrin Van Huff,Corporate,Los Angeles,California,United States,East,Hon 5400 Series Chair,Chairs,Chairs,14,195.64,0.0,2738.96,Ethan,2023-01-19,2023-01-22,Same Day,Debit Card
CA-2023-000599,Pete Kriz,Consumer,Madison,Wisconsin,United States,East,Bush Somerset Bookcase,Bookcases,Bookcases,7,$145.99,0.0,1021.93,Bob,04/15/2023,2023-04-22,Second Class,Net 30
CA-2022-000943,Ranjit Bhatia,Consumer,Houston,Texas,United States,South,Dell XPS 15 Laptop, Technology,Machines,11,$1249.00,0.3,9617.3,Diana,"July 20, 2024",2024-07-27,Same Day,Net 30
CA-2024-000808,Andrew Allen,Consumer,Concord,North Carolina,United States,West,Fellowes PB500 Binder,Office Supplies,Binders,2,209.36,0.0,418.72,Diana,"May 01, 2024",2024-05-05,Standard Class,Credit Card
CA-2023-001652,Priya Kumaran,Corporate,Austin,Texas,United States,Central,Samsung 27in Monitor,technology,Machines,1,320.96,0.0,320.96,Bob,2021-03-31,2021-04-03,First Class,Credit Card
CA-2021-001602,Alejandro Grove,Consumer,West Jordan,Utah,United States,West,Bush Somerset Bookcase,Bookcases,Bookcases,13,158.79,0.2,1651.42,Carlos,"July 20, 2023",2023-07-24,Same Day,Debit Card
CA-2022-001714,Claire Gute,Consumer,Henderson,Kentucky,United States,West,Logitech MX Master Mouse,TECHNOLOGY,Accessories,4,81.89,0.0,327.56,Bob,03/23/2024,2024-03-26,Second Class,Net 30
CA-2023-001241,Harold Pawlan,Home Office,Fort Worth,Texas,United States,West,Samsung 27in Monitor,Technology,Machines,5,349.91,0.2,1399.64,Ethan,11/01/2023,2023-11-03,Second Class,Net 30
CA-2022-001609,Pete Kriz,Consumer,Madison,Wisconsin,United States,West,Staples,office supplies,Fasteners,10,3.02,0.0,30.2,Carlos,"Mar 10, 2023",2023-03-14,Standard Class,PayPal
CA-2022-000915,Irene Maddox,Consumer,Seattle,Washington,United States,Central,Acco 5-Section Folders,Office Supplies,Storage,13,4.07,0.0,52.91,Bob,"December 03, 2024",2024-12-09,Same Day,Net 30
CA-2021-000890,Irene Maddox,Consumer,Seattle,Washington,United States,West,Xerox 1967,office supplies,Paper,13,6.19,0.2,64.38,Diana,"Dec 13, 2021",2021-12-16,Same Day,Bank Transfer
CA-2024-001784,Brosina Hoffman,Consumer,Los Angeles,California,United States,East,Dell XPS 15 Laptop,technology,Machines,12,1218.01,,14616.12,Farah,2023-01-15,2023-01-18,First Class,Credit Card
CA-2021-001404,Irene Maddox,Consumer,Seattle,Washington,United States,East,Hon 5400 Series Chair,Chairs,Chairs,14,$210.00,0.1,2646.0,Bob,02/12/2023,2023-02-14,Same Day,Net 30
CA-2024-000610,Harold Pawlan,Home Office,Fort Worth,Texas,United States,South,Acco 5-Section Folders,Office Supplies,Storage,11,3.87,0.0,42.57,Carlos,"June 05, 2023",2023-06-10,Standard Class,Debit Card
CA-2021-001053,Brosina Hoffman,Consumer,Los Angeles,California,United States,West,Canon PC1080F Copier, Technology,Copiers,6,464.74,0.1,2509.6,Diana,11/26/2023,2023-12-01,Second Class,Net 30
CA-2024-001469,Ahmed Hassan,Consumer,New York,New York,United States,Central,Fellowes PB500 Binder,Office supplies ,Binders,9,185.33,0.0,1667.97,Carlos,09/09/2024,2024-09-13,Same Day,Credit Card
CA-2023-001780,Ranjit Bhatia,Consumer,Houston,Texas,United States,West,Cisco TelePresence,Technology,Phones,7,$3999.00,0.0,27993.0,Diana,"January 06, 2024",2024-01-10,Second Class,Debit Card
CA-2021-001790,Irene Maddox,Consumer,Seattle,Washington,United States,East,Apple iPhone 14,Technology,Phones,12,816.79,0.3,6861.04,Farah,08/08/2022,2022-08-12,Standard Class,Bank Transfer
CA-2022-000494,Darrin Van Huff,Corporate,Los Angeles,California,United States,West,Apple iPhone 14,Technology,Phones,1,854.53,0.1,769.08,Carlos,"January 02, 2023",2023-01-04,Second Class,Credit Card
CA-2022-001332,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,South,Hon 5400 Series Chair,Chairs,Chairs,15,$210.00,0.0,3150.0,Carlos,01/12/2023,2023-01-18,Standard Class,Debit Card
CA-2023-000278,Zuschuss Donatelli,Corporate,San Francisco,California,United States,East,Cisco TelePresence,technology,Phones,11,3942.23,0.1,39028.08,Carlos,2023-02-25,2023-02-27,Second Class,Credit Card
CA-2022-001866,,Consumer,Madison,Wisconsin,United States,Central,Acco 5-Section Folders,Office Supplies,Storage,8,4.57,0.0,36.56,Anna,2022-09-04,2022-09-10,Second Class,Net 30
CA-2022-000359,Neil French,Corporate,Dover,Delaware,United States,West,Cisco TelePresence, Technology,Phones,5,4223.72,0.0,21118.6,Anna,"Apr 17, 2024",2024-04-23,Second Class,Debit Card
CA-2021-001121,Darrin Van Huff,Corporate,Los Angeles,California,United States,East,Cisco TelePresence,Technology,Phones,8,$3999.00,0.1,28792.8,Carlos,"Feb 16, 2024",2024-02-23,First Class,PayPal
CA-2024-000237,Andrew Allen,Consumer,Concord,North Carolina,United States,East,Eldon File Cart,Office Supplies,Storage,3,$22.99,0.1,62.07,Bob,07/16/2023,2023-07-22,Standard Class,Credit Card
CA-2024-000552,Claire Gute,Consumer,Henderson,Kentucky,United States,South,Hon 5400 Series Chair,Chairs,Chairs,5,208.62,0.0,1043.1,Diana,"Oct 11, 2023",2023-10-13,Standard Class,
CA-2024-001916,Brosina Hoffman,Consumer,Los Angeles,California,United States,Central,Dell XPS 15 Laptop,Technology,Machines,13,1355.83,0.0,17625.79,Anna,08/10/2024,2024-08-16,First Class,PayPal
CA-2023-000908,Darrin Van Huff,Corporate,Los Angeles,California,United States,West,Cisco TelePresence,Technology,Phones,14,3643.93,0.3,35710.51,Farah,"December 26, 2024",2024-12-28,Standard Class,Net 30
CA-2022-000209,Irene Maddox,Consumer,Seattle,Washington,United States,,Bush Somerset Bookcase,Bookcases,Bookcases,5,136.31,0.3,477.08,Anna,"August 23, 2022",2022-08-27,First Class,Debit Card
CA-2023-001628,Darrin Van Huff,Corporate,Los Angeles,California,United States,East,Ikea Galant Desk,Furniture,Tables,1,$320.50,0.2,256.4,Diana,2024-03-16,2024-03-22,Standard Class,Credit Card
CA-2021-001575,Pete Kriz,Consumer,Madison,Wisconsin,United States,West,Canon PC1080F Copier, Technology,Copiers,5,539.05,,2695.25,Bob,03/17/2021,2021-03-21,Standard Class,Bank Transfer
CA-2023-000059,Ranjit Bhatia,Consumer,Houston,Texas,United States,,Samsung 27in Monitor,technology,Machines,11,370.21,0.0,4072.31,Anna,05/21/2023,2023-05-23,Standard Class,Debit Card
CA-2023-000632,Priya Kumaran,Corporate,Austin,Texas,United States,East,Bush Somerset Bookcase,Bookcases,Bookcases,9,133.67,0.0,1203.03,Ethan,2022-04-12,2022-04-14,Second Class,Net 30
CA-2023-001831,Brosina Hoffman,Consumer,Los Angeles,California,United States,South,Eldon File Cart,Office supplies ,Storage,5,21.74,0.2,86.96,Diana,"Jun 21, 2023",2023-06-28,First Class,Bank Transfer
CA-2023-001879,Brosina Hoffman,Consumer,Los Angeles,California,United States,South,Acco 5-Section Folders,OFFICE SUPPLIES,Storage,3,4.26,0.0,12.78,Farah,03/16/2022,2022-03-19,First Class,Net 30
CA-2021-001592,Irene Maddox,Consumer,Seattle,Washington,United States,West,Eldon File Cart,OFFICE SUPPLIES,Storage,9,24.62,0.3,155.11,Carlos,"September 09, 2021",2021-09-11,Second Class,PayPal
CA-2021-000364,Irene Maddox,Consumer,Seattle,Washington,United States,South,Cisco TelePresence, Technology,Phones,5,3607.54,0.2,14430.16,Diana,"October 07, 2021",2021-10-11,First Class,Credit Card
CA-2023-000506,Pete Kriz,Consumer,Madison,Wisconsin,United States,East,Dell XPS 15 Laptop,technology,Machines,5,1158.83,0.1,5214.73,Farah,"May 08, 2024",2024-05-14,Standard Class,Debit Card
CA-2023-000680,Ranjit Bhatia,Consumer,Houston,Texas,United States,West,Acco 5-Section Folders,Office supplies ,Storage,12,$4.25,0.1,45.9,Farah,"March 01, 2021",2021-03-04,First Class,PayPal
CA-2022-001132,Ahmed Hassan,Consumer,New York,New York,United States,South,Samsung 27in Monitor,TECHNOLOGY,Machines,3,362.15,0.0,1086.45,Ethan,"November 08, 2024",2024-11-15,Second Class,Credit Card
CA-2023-001618,Brosina Hoffman,Consumer,Los Angeles,California,United States,South,Fellowes PB500 Binder,OFFICE SUPPLIES,Binders,10,182.37,0.3,1276.59,Diana,2024-09-22,2024-09-29,Second Class,PayPal
CA-2023-001227,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,South,Ikea Galant Desk,FURNITURE,Tables,8,$320.50,0.3,1794.8,Bob,2024-07-22,2024-07-28,First Class,Net 30
CA-2021-001423,Claire Gute,Consumer,Henderson,Kentucky,United States,,Bush Somerset Bookcase,Bookcases,Bookcases,15,153.75,0.0,2306.25,Anna,"March 29, 2021",2021-04-03,Standard Class,Credit Card
CA-2024-000995,Pete Kriz,Consumer,Madison,Wisconsin,United States,South,Avery Binders,OFFICE SUPPLIES,Binders,12,13.16,0.0,157.92,Farah,"November 22, 2022",2022-11-25,Standard Class,Net 30
CA-2021-000825,Darrin Van Huff,Corporate,Los Angeles,California,United States,Central,Canon PC1080F Copier,Technology,Copiers,4,$499.00,0.0,1996.0,Diana,"Nov 02, 2023",2023-11-07,Same Day,Debit Card
CA-2021-000119,Irene Maddox,Consumer,Seattle,Washington,United States,South,Avery Binders,Office supplies ,Binders,9,13.21,0.2,95.11,Carlos,"Feb 09, 2024",2024-02-11,First Class,Credit Card
CA-2022-001260,Ahmed Hassan,Consumer,New York,New York,United States,Central,Apple iPhone 14,technology,Phones,10,875.97,0.0,8759.7,Bob,2021-12-25,2021-12-28,Same Day,PayPal
CA-2024-000775,Priya Kumaran,Corporate,Austin,Texas,United States,West,Eldon File Cart,office supplies,Storage,9,23.45,0.0,211.05,Ethan,"Dec 16, 2021",2021-12-22,Same Day,Credit Card
CA-2022-000523,Harold Pawlan,Home Office,Fort Worth,Texas,United States,Central,Avery Binders,office supplies,Binders,7,12.13,0.0,84.91,Ethan,04/26/2021,2021-05-03,Standard Class,Credit Card
CA-2024-000514,Priya Kumaran,Corporate,Austin,Texas,United States,East,Cisco TelePresence,Technology,Phones,4,4314.72,0.1,15532.99,Diana,10/22/2024,2024-10-26,Same Day,Bank Transfer
CA-2022-000082,Brosina Hoffman,Consumer,Los Angeles,California,United States,East,Acco 5-Section Folders,Office Supplies,Storage,2,4.22,0.3,5.91,Anna,"Sep 11, 2022",2022-09-18,First Class,PayPal
CA-2023-000731,Andrew Allen,Consumer,Concord,North Carolina,United States,West,Canon PC1080F Copier, Technology,Copiers,10,534.75,0.1,4812.75,Diana,11/15/2021,2021-11-20,Standard Class,PayPal
CA-2022-001028,Irene Maddox,Consumer,Seattle,Washington,United States,South,Cisco TelePresence,technology,Phones,5,$3999.00,0.2,15996.0,Bob,2024-02-28,2024-03-03,Second Class,Net 30
CA-2021-000381,Irene Maddox,Consumer,Seattle,Washington,United States,Central,Bush Somerset Bookcase,Bookcases,Bookcases,12,143.54,0.0,1722.48,Anna,"December 21, 2024",2024-12-23,Second Class,Bank Transfer
CA-2023-001038,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,South,Xerox 1967,office supplies,Paper,10,6.98,0.1,62.82,Farah,"October 25, 2024",2024-10-31,Standard Class,PayPal
CA-2023-001705,Alejandro Grove,Consumer,West Jordan,Utah,United States,Central,Eldon File Cart,office supplies,Storage,8,23.41,,131.1,Bob,"Oct 14, 2021",2021-10-18,Second Class,Credit Card
CA-2023-000085,Priya Kumaran,Corporate,Austin,Texas,United States,West,Eldon File Cart,Office Supplies,Storage,8,$22.99,0.0,183.92,Bob,2024-08-07,2024-08-14,Second Class,Credit Card
CA-2021-001694,Ahmed Hassan,Consumer,New York,New York,United States,West,Dell XPS 15 Laptop,TECHNOLOGY,Machines,13,1198.86,0.0,15585.18,Bob,"June 23, 2024",2024-06-25,Second Class,Net 30
CA-2022-000979,Claire Gute,Consumer,Henderson,Kentucky,United States,Central,Canon PC1080F Copier, Technology,Copiers,6,474.93,0.0,2849.58,Farah,"April 11, 2024",2024-04-18,Second Class,
CA-2021-000330,Brosina Hoffman,Consumer,Los Angeles,California,United States,West,Ikea Galant Desk,Furniture,Tables,3,314.79,0.0,944.37,Anna,03/30/2021,2021-04-02,Second Class,Net 30
CA-2024-000007,Andrew Allen,Consumer,Concord,North Carolina,United States,West,Avery Binders,Office supplies ,Binders,4,12.66,0.3,35.45,Carlos,"Oct 07, 2022",2022-10-10,Second Class,Debit Card
CA-2024-000753,Ranjit Bhatia,Consumer,Houston,Texas,United States,West,Hon 5400 Series Chair,Chairs,Chairs,1,$210.00,0.0,210.0,Carlos,"September 25, 2022",2022-09-27,Same Day,Net 30
CA-2023-000766,Ranjit Bhatia,Consumer,Houston,Texas,United States,South,Apple iPhone 14, Technology,Phones,3,870.7,0.1,2350.89,Anna,09/01/2023,2023-09-07,Second Class,Credit Card
CA-2024-001231,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,South,Eldon File Cart,Office Supplies,Storage,13,23.55,,306.15,Anna,"Oct 06, 2022",2022-10-11,Standard Class,Bank Transfer
CA-2023-001507,Brosina Hoffman,Consumer,Los Angeles,California,United States,Central,Logitech MX Master Mouse,technology,Accessories,14,96.44,0.0,1350.16,Farah,"Dec 19, 2023",2023-12-26,Same Day,Credit Card
CA-2023-000452,Neil French,Corporate,Dover,Delaware,United States,Central,Staples,OFFICE SUPPLIES,Fasteners,2,3.07,0.1,5.53,Anna,"June 04, 2024",2024-06-11,First Class,Bank Transfer
CA-2022-000491,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,Central,Hon 5400 Series Chair,Chairs,Chairs,5,197.62,0.3,691.67,Diana,"March 13, 2021",2021-03-20,Second Class,Bank Transfer
CA-2023-001495,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,South,Cisco TelePresence, Technology,Phones,9,3843.98,0.2,27676.66,Ethan,"Sep 24, 2024",2024-09-29,Same Day,Net 30
CA-2022-000288,,Consumer,Seattle,Washington,United States,East,Eldon File Cart,Office supplies ,Storage,6,22.53,0.1,121.66,Bob,"Jul 11, 2022",2022-07-16,Standard Class,Debit Card
CA-2023-001553,Priya Kumaran,Corporate,Austin,Texas,United States,West,Avery Binders,OFFICE SUPPLIES,Binders,3,11.75,0.2,28.2,Ethan,11/05/2023,2023-11-11,First Class,PayPal
CA-2022-001667,Irene Maddox,Consumer,Seattle,Washington,United States,West,Fellowes PB500 Binder,Office supplies ,Binders,2,207.74,0.3,290.84,Farah,"February 01, 2024",2024-02-06,First Class,Debit Card
CA-2024-001381,,Consumer,Concord,North Carolina,United States,Central,Canon PC1080F Copier,Technology,Copiers,12,496.88,0.0,5962.56,Farah,"May 31, 2023",2023-06-04,Second Class,Net 30
CA-2021-000772,Zuschuss Donatelli,Corporate,San Francisco,California,United States,Central,Fellowes PB500 Binder,Office supplies ,Binders,7,$199.00,0.3,975.1,Diana,2024-07-01,2024-07-07,Second Class,Debit Card
CA-2021-001353,Ahmed Hassan,Consumer,New York,New York,United States,West,Fellowes PB500 Binder,Office supplies ,Binders,6,208.45,0.0,1250.7,Anna,"March 15, 2024",2024-03-20,Standard Class,Net 30
CA-2023-000810,Pete Kriz,Consumer,Madison,Wisconsin,United States,Central,Logitech MX Master Mouse,Technology,Accessories,6,85.62,0.1,462.35,Farah,"Jun 04, 2022",2022-06-08,First Class,Bank Transfer
CA-2021-001718,Pete Kriz,Consumer,Madison,Wisconsin,United States,East,Eldon File Cart,Office supplies ,Storage,7,24.63,0.3,120.69,Farah,08/16/2021,2021-08-19,First Class,Net 30
CA-2024-000807,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,South,Dell XPS 15 Laptop,Technology,Machines,11,$1249.00,0.0,13739.0,Carlos,11/12/2022,2022-11-17,Standard Class,Debit Card
CA-2024-000889,Ranjit Bhatia,Consumer,Houston,Texas,United States,Central,Bush Somerset Bookcase,Bookcases,Bookcases,12,$145.99,0.0,1751.88,Diana,"Mar 29, 2024",2024-03-31,Standard Class,
CA-2023-000931,Priya Kumaran,Corporate,Austin,Texas,United States,East,Hon 5400 Series Chair,Chairs,Chairs,8,226.34,0.3,1267.5,Ethan,"Jan 27, 2023",2023-01-31,First Class,Debit Card
CA-2023-001103,Claire Gute,Consumer,Henderson,Kentucky,United States,Central,Staples,Office Supplies,Fasteners,8,2.97,0.0,23.76,Farah,2021-01-28,2021-02-03,Same Day,Debit Card
CA-2023-001666,Darrin Van Huff,Corporate,Los Angeles,California,United States,West,Canon PC1080F Copier,Technology,Copiers,1,$499.00,0.0,499.0,Anna,2023-05-21,2023-05-27,Second Class,Credit Card
CA-2022-000328,Priya Kumaran,Corporate,Austin,Texas,United States,West,Eldon File Cart,Office supplies ,Storage,6,22.91,0.2,109.97,,01/14/2021,2021-01-20,First Class,Debit Card
CA-2023-000443,Harold Pawlan,Home Office,Fort Worth,Texas,United States,East,Ikea Galant Desk,furniture,Tables,1,342.73,0.0,342.73,Anna,"December 29, 2024",2025-01-04,Same Day,Net 30
CA-2023-000783,Alejandro Grove,Consumer,West Jordan,Utah,United States,East,Logitech MX Master Mouse,technology,Accessories,5,84.46,0.0,422.3,Bob,01/03/2024,2024-01-05,Standard Class,Net 30
CA-2021-001088,Priya Kumaran,Corporate,Austin,Texas,United States,Central,Logitech MX Master Mouse,TECHNOLOGY,Accessories,7,92.31,0.3,452.32,,10/26/2022,2022-10-31,Standard Class,Bank Transfer
CA-2023-001340,Pete Kriz,Consumer,Madison,Wisconsin,United States,,Avery Binders,Office Supplies,Binders,4,$12.49,0.3,34.97,Ethan,2022-04-15,2022-04-19,First Class,
CA-2021-000888,Brosina Hoffman,Consumer,Los Angeles,California,United States,South,Cisco TelePresence, Technology,Phones,9,3826.58,0.3,24107.45,Farah,12/29/2023,2024-01-04,Same Day,Net 30
